index,artist_id,artist_name,track_name,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
78,1,Jona,Down,1.01265,7.04276,9.53147,1.62736,1.52555,6.92795,1.30077,5.95413,8.29137,5.36082
79,1,Jona,Run it Up,1.0759,4.54575,8.88275,1.00001,4.48905,7.27283,3.62069,2.64935,6.42741,5.54639
80,1,Jona,Put Yo Hands Up,1.01346,6.12229,9.39632,6.77204,1.61953,7.90731,1.61973,6.33171,3.22944,4.98969
81,1,Jona,Let's Get Down,1.20241,7.72821,8.14392,5.86018,3.98723,7.49274,1.84866,6.09545,7.11269,4.71134
82,1,Jona,Sad Songs,1.2503,6.69024,8.54036,1,2.26277,7.53695,2.52874,6.33232,8.49239,5.36082
83,1,Jona,Set Me Free,1.00395,9.40268,7.51321,2.28571,2.0073,6.76959,1.41092,5.20319,4.59086,4.52577
84,1,Jona,Room to Fall,1.03343,5.6131,8.61244,1.00014,3.38504,6.15008,2.35632,7.54848,5.9066,5.26804
85,1,Jona,Angklung Life,1.24759,7.55195,9.84683,1.96657,3.41241,7.47449,1.39272,5.20216,4.69137,4.34021
86,1,Jona,Earthquake,1.14639,4.84931,9.72069,1.00054,2.2719,6.43176,1.78161,2.80653,4.94721,4.89691
87,1,Jona,Falling To Pieces,1.00046,6.35731,8.88275,1.029,4.93613,7.75912,1.24138,6.15077,2.19695,5.08247
88,1,Jona,Here We Go Again,1.75181,7.64008,8.81067,8.55015,3.27555,7.47035,2.00192,6.18973,5.04772,4.71134
89,1,Jona,Rescue Me,1.07256,4.65347,9.15305,1,3.95073,8.1336,1.75287,6.24303,4.4264,6.65979
90,1,Jona,Proud,1.33614,5.51518,7.45014,1,2.22628,6.31033,1.1341,2.92226,2.09645,6.10309
91,1,Jona,Stars,1.11928,5.37809,9.64861,9.8541,1.51734,7.82272,1.16284,5.95511,8.31878,6.10309
92,1,Jona,Together,1.0103,5.96562,7.33301,9.39818,1.79745,8.20307,1.08333,5.95464,3.82335,5.54639
93,1,Jona,Rooftops,1.26386,7.30715,9.17107,1,2.65511,6.85229,1.42912,5.95318,7.00305,5.73196
94,1,Jona,Check This Out,1.0079,6.52377,9.73871,5.99696,5.84854,8.85188,1.54023,5.95464,8.9401,5.17526
95,1,Jona,Flashbacks,1.04699,6.09292,9.11701,7.36474,1.88869,8.86965,1.0977,5.95521,4.90152,4.89691
96,1,Jona,Tell Me,1.05883,5.87749,9.27919,8.19453,2.66423,8.28701,1.19349,6.33242,8.66599,4.89691
97,1,Jona,Paralyzed,1.06289,5.30954,9.61257,1.01258,5.73905,8.64386,1.23372,5.95257,2.12386,4.98969
98,1,Jona,Power,1.02639,6.09292,9.06295,7.66565,1.59672,7.00232,1.13697,5.86074,9.86294,4.98969
99,1,Jona,Imagine,1.01527,7.26798,9.40533,1.47143,4.74453,8.63887,1.08812,4.45052,3.13807,4.80412
100,1,Jona,Know Me,1.05738,6.91546,8.60343,1.02599,5.82117,6.30374,1.17337,5.95638,6.08934,5.26804
101,1,Jona,Summer,1.0628,6.12229,7.73846,1.21976,2.88321,6.39957,1.06513,5.95511,3.32081,6.38144
102,1,Jona,Find Me,1.00108,5.8677,9.00889,1.00205,3.84124,6.80119,1.26341,5.95446,2.58071,5.54639
103,1,Jona,Take It Back,1.15542,6.20063,9.18909,7.32827,7.65511,6.613,1.3046,5.95681,2.75431,5.17526
104,1,Jona,Bounce,1.10753,6.22022,9.8198,9.17933,2.47263,6.74299,1.39272,5.86145,1.9064,4.80412
105,1,Jona,Blocks,1.00147,5.84811,8.60343,1.05626,4.76277,8.18044,1.46073,5.95916,6.14416,5.26804
106,1,Jona,Show You,1.0007,5.37809,9.7297,9.52584,2.45438,7.04303,1.16379,5.95403,3.21117,4.89691
107,1,Jona,Want U 2,1.09036,7.34632,9.43236,9.67173,2.64599,8.17706,1.19923,5.95323,7.67005,4.98969
108,1,Jona,Home,1.04979,5.91666,8.97285,8.34043,1.44252,7.42392,1.19828,6.09771,7.32284,5.08247
109,1,Jona,Keep It Mello (feat. Omar LinX),1.01211,7.13089,8.99988,1.00628,1.54745,7.2396,1.60632,5.95446,1.9868,6.56701
110,2,Morissette,What Do You See in Me (2021 Piano Version),8.16566,5.32913,4.83721,1,1.85219,7.21984,1.05747,3.22523,3.44873,3.59794
111,2,Morissette,Can't Hold a Candle,4.69578,6.84692,6.38695,1,2.16241,7.09067,1.07184,4.91782,4.83756,3.50515
112,2,Morissette,Don't Forget,2.28313,6.01458,8.8377,1,1.24726,6.99503,1.15134,5.71669,6.98477,3.31959
113,2,Morissette,Ring Ring Ring,1.00316,6.23001,7.55826,1.00005,1.45529,7.63857,1.16284,5.38827,8.67513,3.31959
114,2,Morissette,All of the Above,1.71476,6.53357,8.93681,1,7.43613,8.1737,1.2318,4.73025,6.35431,3.2268
115,2,Morissette,Handle It,2.50904,6.97421,6.67527,1,6.83394,7.41375,2.44253,4.38861,9.30558,2.76289
116,2,Morissette,Leave Em at the Door,1.93976,7.13089,8.76562,1,8.38504,7.7267,2.24138,3.97692,6.20812,3.13402
117,2,Morissette,Swat da Bug,1.24578,7.15047,8.72958,1,5.87591,8.18215,2.01149,3.9851,9.45178,2.85567
118,2,Morissette,Look What You've Done,7.17169,4.83952,5.94545,1,3.90511,6.44679,1.04789,7.17701,4.3533,3.31959
119,2,Morissette,Don't Let Go,3.4759,5.63268,6.35091,1,2.11679,6.3847,1.05077,4.44671,2.3797,3.41237
120,2,Morissette,You Wouldn't Believe Me,5.97892,4.7416,5.90941,1,2.68248,7.01609,1.05364,5.36366,2.28832,3.2268
121,2,Morissette,Talk to Me Sweetly,7.11747,5.67185,6.92756,1,2.85584,6.97211,1.10345,5.20809,2.43452,3.13402
122,2,Morissette,What Do You See in Me,5.43675,3.70362,5.57604,1,1.80657,6.51009,1.06034,7.13496,3.19289,2.57732
123,2,Morissette,Up to You,3.4759,5.06474,6.30586,1,1.85219,6.70259,1.04885,6.31764,3.0467,3.13402
124,2,Morissette,Only Want to Love You,3.72892,4.65347,6.47705,1,2.38139,6.48515,1.05651,2.94329,2.85482,3.2268
125,2,Morissette,Ring Ring Ring (2020 MIX),1.11837,4.13448,6.35091,1.00004,2.18066,6.75009,1.1954,5.39476,3.58579,2.48454
126,2,Morissette,Throwback,5.46386,7.53237,8.52234,1,4.10584,6.15145,1.37069,6.14174,9.78985,3.96907
127,2,Morissette,Di Mapaliwanag,4.03614,6.85671,5.35079,1.00358,1.96168,5.40585,1.04119,3.69432,3.21117,5.08247
128,2,Morissette,Hinahanap Pa Rin,7.12651,3.59591,4.22453,1.00009,1.56843,5.31695,1.14655,5.50028,2.10558,4.06186
129,2,Morissette,"Mahal Kita, Mahal Mo Sya, Mahal Nya Ay Iba",7.25301,5.42705,4.72909,1.00021,4.27007,5.19555,1.08812,5.8558,2.53503,3.87629
130,2,Morissette,You and I,2.39157,4.97661,4.35968,1.00808,3.03832,5.17179,1.07375,2.6605,2.73604,4.52577
131,2,Morissette,Akin Ka Na Lang - Acoustic,8.70783,6.06354,2.96311,1,1.87956,4.59112,1.17146,5.36131,2.91878,4.71134
132,2,Morissette,Anong Nangyari Sa Ating Dalawa - Minus One,9.60241,2.74399,2.0621,5.24924,2.52737,4.35129,1.12261,5.97624,1.71726,3.59794
133,2,Morissette,"Anong Nangyari Sa Ating Dalawa - From ""Two Wives Main""",9.68373,3.48819,2.66578,1.00356,2.29927,4.95994,1.12931,6.13572,2.59898,4.52577
134,2,Morissette,Akin Ka Na Lang - Himig Handog Pop Lovesongs 2014 Version,2.38253,5.38788,5.83733,1.00008,2.24453,5.66799,1.04885,5.3845,2.46193,6.38144
135,2,Morissette,"Kapag Ako Ay Nagmahal - From ""Flordeliza""",6.32229,2.99859,4.17948,1.92097,2.14416,5.54585,1.06322,6.11422,1.8936,4.71134
136,2,Morissette,"Nothing's Gonna Stop Us Now - From ""Crazy Beautiful You""",2.95181,5.58372,6.432,1,3.64964,5.94668,1.06897,8.02364,5.40406,6.56701
137,2,Morissette,Di Mapaliwanag - Minus One,2.6988,5.25079,4.86424,9.49848,1.9708,4.85768,1.06418,8.11928,4.20711,3.41237
138,2,Morissette,Akin Ka Na Lang - Minus One,1.06127,5.67185,4.95434,2.26748,2.26277,4.77778,1.05172,5.38987,1.85797,3.41237
139,2,Morissette,Hinahanap Pa Rin - Minus One,5.71687,4.83952,3.32352,7.56535,1.55201,4.56887,1.05556,5.57786,1.73188,3.31959
140,2,Morissette,You and I - Minus One,1.75542,5.42705,3.9362,6.73556,3.15693,4.67206,1.05843,6.04949,1.6003,3.2268
141,2,Morissette,Kapag Ako Ay Nagmahal - Minus One,2.22892,2.51877,3.17935,8.03951,2.29927,4.76443,1.07567,6.10909,2.27005,3.31959
142,3,Sarah Geronimo,Sa Iyo - Live,3.3494,6.94484,6.75636,1,5.0365,5.10717,1.04598,4.6363,7.26802,4.24742
143,3,Sarah Geronimo,Kilometro - Live,1.66235,6.89588,8.3061,1.0331,2.11679,6.77035,1.89655,3.27345,5.55939,4.34021
144,3,Sarah Geronimo,Dulo - Live,5.09337,4.06593,4.5579,1,4.00547,4.86503,1.25287,7.5459,3.24772,4.24742
145,3,Sarah Geronimo,Duyan - Live,7.46084,4.69263,3.76501,1,1.95255,4.80965,1.55747,7.18214,4.6,4.24742
